,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
2673,Montana,2024-06-03,134,151,82,,$89.85 ,$0.00 ,$1.57 , --,1,1084225,$588 
2674,Montana,2024-06-10,89,49,49,,$25.83 ,$0.00 ,$1.00 , --,0,1084225,$0 
2675,Montana,2024-06-17,106,111,152,,$59.50 ,$0.00 ,$1.99 , --,0,1084225,$0 
2676,Montana,2024-06-24,124,77,162,,$30.32 ,$0.00 ,$2.41 , --,0,1084225,$0 
2677,Montana,2024-07-01,97,341,152,,$30.50 ,$0.90 ,$1.65 , --,0,1084225,$0 
2678,Montana,2024-07-08,93,105,86,,$31.28 ,$0.00 ,$1.12 , --,0,1084225,$0 
2679,Montana,2024-07-22,185,137,181,,$38.97 ,$0.00 ,$2.49 , --,0,1084225,$0 
2680,Montana,2024-07-29,147,565,111,,$20.72 ,$3.41 ,$1.25 , --,0,1084225,$0 
2681,Montana,2024-08-05,140,305,130,,$52.38 ,$4.65 ,$1.74 , --,0,1084225,$0 
2682,Montana,2024-08-12,149,262,111,12,$52.29 ,$1.05 ,$1.80 ,$0.08 ,0,1084225,$0 
2683,Montana,2024-08-19,141,28,155,23,$56.26 ,$0.00 ,$2.17 ,$0.62 ,0,1084225,$0 
2684,Montana,2024-08-26,158,31,108,140,$43.05 ,$0.00 ,$1.16 ,$0.78 ,0,1084225,$0 
2685,Montana,2024-09-02,200,83,122,13,$42.50 ,$0.00 ,$1.82 ,$0.46 ,1,1084225,$588 
2686,Montana,2024-09-09,127,84,103,19,$72.76 ,$0.02 ,$1.59 ,$0.03 ,0,1084225,$0 
2687,Montana,2024-09-16,128,459,90,14,$52.79 ,$1.49 ,$1.30 ,$0.09 ,0,1084225,$0 
2688,Montana,2024-09-23,144,626,80,12,$39.21 ,$0.00 ,$1.03 ,$0.04 ,0,1084225,$0 
2689,Montana,2024-09-30,159,893,81,15,$32.95 ,$0.64 ,$1.12 ,$0.29 ,0,1084225,$0 
2690,Montana,2024-10-07,130,42,91,9,$31.30 ,$0.00 ,$1.66 ,$0.65 ,0,1084225,$0 
2691,Montana,2024-10-14,139,48,92,13,$80.29 ,$0.00 ,$1.98 ,$0.04 ,0,1084225,$0 
2692,Montana,2024-10-21,127,6,220,21,$63.87 ,$0.00 ,$0.86 ,$0.30 ,0,1084225,$0 
2693,Montana,2024-10-28,118,22,28,23,$49.59 ,$0.00 ,$0.61 ,$0.15 ,1,1084225,$588 
2694,Montana,2024-11-04,153,292,85,21,$51.70 ,$2.09 ,$1.07 ,$0.05 ,0,1084225,$0 
2695,Montana,2024-11-11,250,"1,143",115,16,$99.03 ,$2.13 ,$3.32 ,$0.16 ,0,1084225,$0 
2696,Montana,2024-11-18,237,495,774,19,$101.44 ,$0.44 ,$2.84 ,$0.10 ,0,1084225,$0 
2697,Montana,2024-11-25,190,102,403,9,$46.59 ,$0.00 ,$1.98 ,$0.03 ,0,1084225,$0 
2698,Montana,2024-12-02,134,230,306,38,$99.05 ,$1.13 ,$2.92 ,$0.19 ,0,1084225,$0 
2699,Montana,2024-12-09,170,136,316,25,$137.60 ,$0.05 ,$2.45 ,$0.11 ,1,1084225,$588 
2700,Montana,2024-12-16,157,91,158,11,$43.05 ,$5.36 ,$2.33 ,$0.01 ,3,1084225,"$1,764 "
2701,Montana,2024-12-23,167,23,195,19,$100.04 ,$0.00 ,$1.51 ,$0.93 ,0,1084225,$0 
2702,Montana,2024-12-30,128,42,480,35,$22.16 ,$0.08 ,$2.65 ,$0.16 ,0,1084225,$0 
2703,Montana,2025-01-06,105,91,695,261,$24.18 ,$0.09 ,$3.20 ,$0.68 ,0,1084225,$0 
2704,Montana,2025-01-13,235,110,482,114,$100.86 ,$0.54 ,$1.58 ,$3.24 ,2,1084225,"$1,176 "
2705,Montana,2025-01-20,301,78,327,94,$109.71 ,$0.22 ,$2.06 ,$1.28 ,1,1084225,$588 
2706,Montana,2025-01-27,284,39,282,189,$62.85 ,$0.01 ,$2.28 ,$0.80 ,1,1084225,$588 
2707,Montana,2025-02-03,202,41,87,152,$56.52 ,$0.00 ,$0.74 ,$1.19 ,0,1084225,$0 
2708,Montana,2025-02-10,174,19,64,37,$66.30 ,$0.00 ,$0.80 ,$1.72 ,1,1084225,$588 
2709,Montana,2025-02-17,173,1,65,33,$55.24 ,$0.00 ,$1.82 ,$1.04 ,0,1084225,$0 
2710,Muscat Governorate,2024-02-12,,1,,, --,$0.00 , --, --,0,1560000,$0 
2711,Nebraska,2023-09-25,39,21,,,$26.75 ,$0.00 , --, --,0,1961504,$0 
2712,Nebraska,2023-10-02,150,32,182,,$83.70 ,$0.00 ,$1.71 , --,0,1961504,$0 
2713,Nebraska,2023-10-09,128,0,395,,$55.29 ,$0.00 ,$3.86 , --,0,1961504,$0 
2714,Nebraska,2023-10-16,118,18,211,,$33.23 ,$3.04 ,$2.26 , --,2,1961504,"$1,176 "
2715,Nebraska,2023-10-23,137,524,162,,$58.54 ,$4.91 ,$2.10 , --,2,1961504,"$1,176 "
2716,Nebraska,2023-10-30,146,"1,703",153,,$45.49 ,$0.77 ,$1.74 , --,2,1961504,"$1,176 "
2717,Nebraska,2023-11-06,157,22,132,,$65.36 ,$0.00 ,$1.48 , --,1,1961504,$588 
2718,Nebraska,2023-11-13,187,10,138,,$53.08 ,$0.00 ,$1.81 , --,1,1961504,$588 
2719,Nebraska,2023-11-20,202,13,113,,$100.56 ,$0.00 ,$1.44 , --,1,1961504,$588 
2720,Nebraska,2023-11-27,216,16,107,,$87.46 ,$0.00 ,$1.38 , --,4,1961504,"$2,352 "
2721,Nebraska,2023-12-04,230,25,149,,$117.92 ,$0.00 ,$2.01 , --,2,1961504,"$1,176 "
2722,Nebraska,2023-12-11,246,13,190,,$147.78 ,$0.00 ,$2.97 , --,1,1961504,$588 
2723,Nebraska,2023-12-18,206,20,364,,$99.19 ,$0.00 ,$4.91 , --,0,1961504,$0 
2724,Nebraska,2023-12-25,458,62,758,,$195.60 ,$0.00 ,$8.20 , --,3,1961504,"$1,764 "
2725,Nebraska,2024-01-01,606,0,823,,$191.20 ,$0.00 ,$7.09 , --,1,1961504,$588 
2726,Nebraska,2024-01-08,367,51,613,,$180.93 ,$0.00 ,$6.17 , --,2,1961504,"$1,176 "
2727,Nebraska,2024-01-15,182,176,576,,$41.07 ,$3.14 ,$6.46 , --,1,1961504,$588 
2728,Nebraska,2024-01-22,164,20,"2,313",,$44.35 ,$0.00 ,$8.43 , --,1,1961504,$588 
2729,Nebraska,2024-01-29,148,92,"1,020",,$55.24 ,$1.68 ,$7.81 , --,2,1961504,"$1,176 "
2730,Nebraska,2024-02-05,121,68,"1,660",75,$59.16 ,$3.11 ,$12.89 ,$0.57 ,0,1961504,$0 
2731,Nebraska,2024-02-12,210,64,"1,055",223,$75.48 ,$0.00 ,$10.02 ,$1.37 ,1,1961504,$588 
2732,Nebraska,2024-02-19,293,729,"1,346",344,$85.65 ,$1.61 ,$10.38 ,$1.15 ,1,1961504,$588 
2733,Nebraska,2024-02-26,144,311,609,53,$36.57 ,$5.41 ,$6.59 ,$0.19 ,1,1961504,$588 
2734,Nebraska,2024-03-04,118,611,"1,181",201,$37.98 ,$2.31 ,$7.90 ,$1.23 ,1,1961504,$588 
2735,Nebraska,2024-03-11,237,488,"1,097",224,$91.52 ,$4.68 ,$9.61 ,$1.18 ,2,1961504,"$1,176 "
2736,Nebraska,2024-03-18,219,443,"1,027",45,$62.45 ,$6.07 ,$8.50 ,$0.36 ,3,1961504,"$1,764 "
2737,Nebraska,2024-03-25,240,570,777,,$52.34 ,$3.71 ,$9.39 , --,2,1961504,"$1,176 "
2738,Nebraska,2024-04-01,107,616,470,,$36.69 ,$8.44 ,$4.34 , --,3,1961504,"$1,764 "
2739,Nebraska,2024-04-08,91,40,386,,$30.40 ,$0.00 ,$3.93 , --,0,1961504,$0 
2740,Nebraska,2024-04-15,104,49,404,,$6.12 ,$0.84 ,$4.34 , --,0,1961504,$0 
2741,Nebraska,2024-04-22,105,229,433,,$34.24 ,$29.02 ,$4.25 , --,2,1961504,"$1,176 "
2742,Nebraska,2024-04-29,148,522,489,,$122.35 ,$22.82 ,$4.73 , --,2,1961504,"$1,176 "
2743,Nebraska,2024-05-06,168,695,571,,$75.27 ,$6.57 ,$6.31 , --,1,1961504,$588 
2744,Nebraska,2024-05-13,180,967,500,,$119.42 ,$20.07 ,$5.48 , --,1,1961504,$588 
2745,Nebraska,2024-05-20,143,335,408,,$71.97 ,$27.37 ,$4.32 , --,1,1961504,$588 
2746,Nebraska,2024-05-27,173,205,424,,$107.14 ,$19.61 ,$4.45 , --,1,1961504,$588 
2747,Nebraska,2024-06-03,187,229,183,,$98.06 ,$0.00 ,$3.18 , --,0,1961504,$0 
2748,Nebraska,2024-06-10,204,104,95,,$97.34 ,$0.00 ,$1.94 , --,2,1961504,"$1,176 "
2749,Nebraska,2024-06-17,205,137,371,,$81.67 ,$1.10 ,$5.16 , --,1,1961504,$588 
2750,Nebraska,2024-06-24,182,70,383,,$123.90 ,$0.00 ,$4.56 , --,0,1961504,$0 
2751,Nebraska,2024-07-01,164,315,424,,$29.19 ,$0.00 ,$4.54 , --,1,1961504,$588 
2752,Nebraska,2024-07-08,98,119,230,,$78.72 ,$1.44 ,$3.23 , --,0,1961504,$0 
2753,Nebraska,2024-07-22,255,181,432,,$60.17 ,$35.32 ,$5.37 , --,2,1961504,"$1,176 "
2754,Nebraska,2024-07-29,309,647,279,,$103.79 ,$4.14 ,$3.01 , --,0,1961504,$0 
2755,Nebraska,2024-08-05,333,546,325,,$96.34 ,$1.88 ,$3.85 , --,1,1961504,$588 
2756,Nebraska,2024-08-12,310,217,308,24,$105.03 ,$4.69 ,$4.46 ,$0.29 ,0,1961504,$0 
2757,Nebraska,2024-08-19,268,74,307,33,$79.02 ,$3.07 ,$4.13 ,$0.28 ,1,1961504,$588 
2758,Nebraska,2024-08-26,276,104,269,244,$87.00 ,$0.00 ,$3.32 ,$2.63 ,0,1961504,$0 
2759,Nebraska,2024-09-02,338,141,307,34,$69.78 ,$0.00 ,$4.73 ,$1.05 ,2,1961504,"$1,176 "
2760,Nebraska,2024-09-09,256,123,311,34,$61.10 ,$2.01 ,$5.24 ,$1.16 ,0,1961504,$0 
2761,Nebraska,2024-09-16,231,719,314,42,$76.68 ,$4.72 ,$4.49 ,$0.42 ,0,1961504,$0 
2762,Nebraska,2024-09-23,280,"1,192",295,22,$84.35 ,$1.65 ,$4.48 ,$0.18 ,0,1961504,$0 
2763,Nebraska,2024-09-30,299,"1,394",332,47,$47.34 ,$8.13 ,$5.15 ,$0.63 ,0,1961504,$0 
2764,Nebraska,2024-10-07,302,89,339,29,$124.57 ,$0.25 ,$4.59 ,$0.26 ,0,1961504,$0 
2765,Nebraska,2024-10-14,250,107,261,36,$188.42 ,$0.35 ,$3.11 ,$0.55 ,0,1961504,$0 
2766,Nebraska,2024-10-21,249,26,"1,311",35,$55.45 ,$0.00 ,$6.13 ,$0.14 ,0,1961504,$0 
2767,Nebraska,2024-10-28,199,34,160,70,$101.40 ,$0.00 ,$6.03 ,$1.82 ,0,1961504,$0 
2768,Nebraska,2024-11-04,322,283,196,42,$103.30 ,$37.08 ,$4.73 ,$0.41 ,2,1961504,"$1,176 "
2769,Nebraska,2024-11-11,462,418,252,29,$119.21 ,$0.52 ,$2.81 ,$0.26 ,2,1961504,"$1,176 "
2770,Nebraska,2024-11-18,412,471,"1,452",27,$113.23 ,$4.41 ,$4.14 ,$0.15 ,0,1961504,$0 
2771,Nebraska,2024-11-25,281,154,729,17,$112.00 ,$12.96 ,$4.09 ,$0.04 ,1,1961504,$588 
2772,Nebraska,2024-12-02,275,262,654,65,$100.04 ,$1.62 ,$4.97 ,$0.83 ,0,1961504,$0 
2773,Nebraska,2024-12-09,273,163,658,34,$79.67 ,$2.55 ,$8.18 ,$0.16 ,1,1961504,$588 
2774,Nebraska,2024-12-16,298,188,506,18,$170.28 ,$0.00 ,$5.37 ,$0.00 ,0,1961504,$0 
2775,Nebraska,2024-12-23,295,15,546,18,$164.34 ,$0.00 ,$3.66 ,$0.08 ,0,1961504,$0 
2776,Nebraska,2024-12-30,234,32,824,64,$47.64 ,$0.02 ,$4.94 ,$6.48 ,0,1961504,$0 
2777,Nebraska,2025-01-06,186,89,916,291,$48.21 ,$0.23 ,$4.91 ,$0.73 ,0,1961504,$0 
2778,Nebraska,2025-01-13,359,214,"1,155",196,$126.70 ,$3.39 ,$4.71 ,$1.46 ,2,1961504,"$1,176 "
2779,Nebraska,2025-01-20,507,153,781,180,$223.77 ,$1.70 ,$4.82 ,$2.10 ,3,1961504,"$1,764 "
2780,Nebraska,2025-01-27,537,83,628,302,$193.61 ,$2.08 ,$3.09 ,$3.97 ,3,1961504,"$1,764 "
2781,Nebraska,2025-02-03,409,43,250,333,$190.99 ,$0.00 ,$1.95 ,$2.93 ,2,1961504,"$1,176 "
2782,Nebraska,2025-02-10,362,12,136,70,$138.48 ,$6.45 ,$1.97 ,$1.99 ,3,1961504,"$1,764 "
2783,Nebraska,2025-02-17,321,7,120,79,$87.23 ,$6.14 ,$2.70 ,$1.86 ,1,1961504,$588 
2784,Nevada,2023-09-25,117,13,,,$33.73 ,$0.18 , --, --,2,3104614,"$1,176 "
2785,Nevada,2023-10-02,670,174,720,,$210.03 ,$1.03 ,$10.50 , --,2,3104614,"$1,176 "
2786,Nevada,2023-10-09,407,7,"1,390",,$118.98 ,$0.00 ,$17.27 , --,1,3104614,$588 
2787,Nevada,2023-10-16,361,29,844,,$108.21 ,$5.29 ,$10.70 , --,1,3104614,$588 
2788,Nevada,2023-10-23,438,"1,655",675,,$163.61 ,$3.63 ,$8.79 , --,2,3104614,"$1,176 "
2789,Nevada,2023-10-30,465,"4,438",608,,$163.63 ,$4.55 ,$8.18 , --,0,3104614,$0 
2790,Nevada,2023-11-06,406,96,650,,$113.71 ,$10.97 ,$10.42 , --,1,3104614,$588 
2791,Nevada,2023-11-13,441,101,521,,$127.06 ,$12.86 ,$7.51 , --,5,3104614,"$2,940 "
2792,Nevada,2023-11-20,480,110,523,,$129.41 ,$2.13 ,$9.03 , --,1,3104614,$588 
2793,Nevada,2023-11-27,467,80,512,,$167.12 ,$4.22 ,$8.30 , --,0,3104614,$0 
2794,Nevada,2023-12-04,498,194,742,,$219.91 ,$15.33 ,$14.91 , --,6,3104614,"$3,528 "
2795,Nevada,2023-12-11,520,128,820,,$433.53 ,$11.40 ,$12.83 , --,3,3104614,"$1,764 "
2796,Nevada,2023-12-18,611,207,"1,332",,$255.49 ,$0.58 ,$18.81 , --,6,3104614,"$3,528 "
2797,Nevada,2023-12-25,"1,258",544,"2,616",,$518.85 ,$0.00 ,$29.66 , --,6,3104614,"$3,528 "
2798,Nevada,2024-01-01,"1,418",34,"3,521",,$463.44 ,$0.00 ,$34.51 , --,3,3104614,"$1,764 "
2799,Nevada,2024-01-08,806,971,"2,624",,$325.03 ,$2.42 ,$41.10 , --,2,3104614,"$1,176 "
2800,Nevada,2024-01-15,575,957,"2,055",,$178.92 ,$15.36 ,$31.55 , --,2,3104614,"$1,176 "
2801,Nevada,2024-01-22,472,410,"6,792",,$179.70 ,$24.18 ,$34.76 , --,4,3104614,"$2,352 "
2802,Nevada,2024-01-29,465,285,"3,604",,$229.49 ,$6.44 ,$32.19 , --,2,3104614,"$1,176 "
2803,Nevada,2024-02-05,452,432,"5,445",259,$214.41 ,$15.59 ,$58.62 ,$3.08 ,1,3104614,$588 
2804,Nevada,2024-02-12,688,238,"3,938",631,$259.25 ,$2.66 ,$43.53 ,$7.48 ,3,3104614,"$1,764 "
2805,Nevada,2024-02-19,"1,047","2,425","6,155",536,$269.45 ,$22.87 ,$55.93 ,$6.63 ,3,3104614,"$1,764 "
2806,Nevada,2024-02-26,534,824,"2,418",176,$158.10 ,$4.04 ,$27.44 ,$2.81 ,2,3104614,"$1,176 "
2807,Nevada,2024-03-04,428,"1,791","2,812",291,$82.43 ,$22.59 ,$22.32 ,$3.71 ,0,3104614,$0 
2808,Nevada,2024-03-11,734,"1,404","4,811",990,$279.76 ,$12.26 ,$52.63 ,$7.37 ,6,3104614,"$3,528 "
2809,Nevada,2024-03-18,760,"1,242","4,672",140,$310.95 ,$12.29 ,$55.15 ,$2.34 ,5,3104614,"$2,940 "
2810,Nevada,2024-03-25,669,"1,575","3,002",,$239.75 ,$19.65 ,$37.98 , --,3,3104614,"$1,764 "
2811,Nevada,2024-04-01,349,867,"2,199",,$113.10 ,$4.97 ,$21.57 , --,2,3104614,"$1,176 "
2812,Nevada,2024-04-08,290,245,"1,633",,$135.22 ,$56.59 ,$16.85 , --,2,3104614,"$1,176 "
2813,Nevada,2024-04-15,307,322,"1,434",,$117.39 ,$3.58 ,$15.32 , --,3,3104614,"$1,764 "
2814,Nevada,2024-04-22,423,643,"1,504",,$170.22 ,$63.40 ,$16.13 , --,5,3104614,"$2,940 "
2815,Nevada,2024-04-29,416,"1,286","1,919",,$209.78 ,$54.32 ,$21.73 , --,3,3104614,"$1,764 "
2816,Nevada,2024-05-06,473,"2,092","1,941",,$287.06 ,$28.10 ,$27.58 , --,6,3104614,"$3,528 "
2817,Nevada,2024-05-13,421,"5,040","1,961",,$328.05 ,$82.07 ,$31.94 , --,2,3104614,"$1,176 "
2818,Nevada,2024-05-20,431,"2,394","1,731",,$237.89 ,$112.21 ,$26.08 , --,6,3104614,"$3,528 "
2819,Nevada,2024-05-27,428,"1,796","1,644",,$263.46 ,$117.84 ,$27.74 , --,6,3104614,"$3,528 "
2820,Nevada,2024-06-03,497,"1,022",969,,$428.38 ,$21.68 ,$22.46 , --,4,3104614,"$2,352 "
2821,Nevada,2024-06-10,484,899,555,,$381.59 ,$8.41 ,$17.50 , --,10,3104614,"$5,880 "
2822,Nevada,2024-06-17,484,600,"1,623",,$266.56 ,$0.15 ,$28.62 , --,0,3104614,$0 
2823,Nevada,2024-06-24,488,510,"1,710",,$215.52 ,$63.51 ,$28.70 , --,1,3104614,$588 
2824,Nevada,2024-07-01,489,"1,354","1,738",,$244.19 ,$1.60 ,$21.40 , --,4,3104614,"$2,352 "
2825,Nevada,2024-07-08,294,439,"1,131",,$162.06 ,$1.71 ,$15.24 , --,0,3104614,$0 
2826,Nevada,2024-07-22,673,892,"1,796",,$181.22 ,$27.20 ,$26.25 , --,0,3104614,$0 
2827,Nevada,2024-07-29,733,"2,956","1,325",,$225.16 ,$108.21 ,$20.18 , --,2,3104614,"$1,176 "
2828,Nevada,2024-08-05,672,"1,520","1,418",,$253.73 ,$4.04 ,$20.31 , --,2,3104614,"$1,176 "
2829,Nevada,2024-08-12,707,788,"1,142",85,$275.43 ,$1.04 ,$19.71 ,$0.73 ,3,3104614,"$1,764 "
2830,Nevada,2024-08-19,593,163,"1,125",200,$233.88 ,$1.15 ,$16.96 ,$5.11 ,0,3104614,$0 
2831,Nevada,2024-08-26,632,313,972,907,$195.80 ,$5.59 ,$13.14 ,$4.76 ,1,3104614,$588 
2832,Nevada,2024-09-02,741,533,"1,144",180,$244.88 ,$1.86 ,$19.23 ,$3.46 ,2,3104614,"$1,176 "
2833,Nevada,2024-09-09,586,462,991,107,$169.58 ,$21.40 ,$16.15 ,$5.48 ,2,3104614,"$1,176 "
2834,Nevada,2024-09-16,551,"2,195",917,221,$374.01 ,$29.85 ,$14.69 ,$4.17 ,4,3104614,"$2,352 "
2835,Nevada,2024-09-23,578,"2,825",855,185,$158.71 ,$33.61 ,$11.72 ,$5.51 ,2,3104614,"$1,176 "
2836,Nevada,2024-09-30,585,"3,567",907,274,$457.45 ,$25.66 ,$11.37 ,$5.03 ,2,3104614,"$1,176 "
2837,Nevada,2024-10-07,623,417,867,142,$377.44 ,$44.62 ,$19.42 ,$3.93 ,3,3104614,"$1,764 "
2838,Nevada,2024-10-14,620,384,682,204,$401.55 ,$5.43 ,$11.59 ,$5.67 ,0,3104614,$0 
2839,Nevada,2024-10-21,512,51,"1,322",242,$231.67 ,$2.12 ,$10.74 ,$2.85 ,0,3104614,$0 
2840,Nevada,2024-10-28,511,99,365,208,$317.92 ,$0.00 ,$9.40 ,$10.79 ,2,3104614,"$1,176 "
2841,Nevada,2024-11-04,725,"1,573",626,180,$368.22 ,$42.09 ,$10.45 ,$4.13 ,1,3104614,$588 
2842,Nevada,2024-11-11,"1,061","2,960",565,145,$513.74 ,$90.82 ,$19.67 ,$3.05 ,4,3104614,"$2,352 "
2843,Nevada,2024-11-18,858,"3,648","2,455",183,$310.22 ,$73.21 ,$16.17 ,$5.69 ,2,3104614,"$1,176 "
2844,Nevada,2024-11-25,745,"1,285","1,867",124,$422.24 ,$52.37 ,$20.62 ,$7.96 ,0,3104614,$0 
2845,Nevada,2024-12-02,633,"1,584","1,983",260,$334.54 ,$22.83 ,$26.46 ,$5.49 ,0,3104614,$0 
2846,Nevada,2024-12-09,685,"1,095","1,822",218,$282.67 ,$23.06 ,$19.99 ,$2.54 ,3,3104614,"$1,764 "
2847,Nevada,2024-12-16,642,"1,303","1,204",95,$242.31 ,$35.17 ,$16.32 ,$5.45 ,3,3104614,"$1,764 "
2848,Nevada,2024-12-23,636,548,"1,491",109,$222.22 ,$48.18 ,$19.74 ,$1.46 ,1,3104614,$588 
2849,Nevada,2024-12-30,541,680,"2,517",438,$208.94 ,$10.53 ,$17.81 ,$11.58 ,1,3104614,$588 
2850,Nevada,2025-01-06,476,948,"3,420","1,500",$157.14 ,$29.16 ,$40.26 ,$10.32 ,3,3104614,"$1,764 "
2851,Nevada,2025-01-13,957,"1,045","3,068",886,$311.72 ,$18.46 ,$22.83 ,$10.92 ,7,3104614,"$4,116 "
2852,Nevada,2025-01-20,"1,218","1,032","1,968",851,$387.36 ,$27.48 ,$16.75 ,$23.36 ,7,3104614,"$4,116 "
2853,Nevada,2025-01-27,"1,327",667,"1,850","1,369",$405.50 ,$22.08 ,$17.92 ,$31.82 ,4,3104614,"$2,352 "
2854,Nevada,2025-02-03,799,658,683,925,$388.99 ,$55.05 ,$8.85 ,$15.17 ,10,3104614,"$5,880 "
2855,Nevada,2025-02-10,775,369,498,385,$377.20 ,$21.72 ,$12.18 ,$16.35 ,6,3104614,"$3,528 "
2856,Nevada,2025-02-17,676,112,431,451,$244.67 ,$18.72 ,$7.07 ,$18.35 ,2,3104614,"$1,176 "
2857,New Hampshire,2023-09-25,20,17,,,$4.44 ,$0.00 , --, --,0,1388992,$0 
2858,New Hampshire,2023-10-02,134,54,102,,$10.23 ,$0.00 ,$1.07 , --,0,1388992,$0 
2859,New Hampshire,2023-10-09,117,1,212,,$43.42 ,$1.15 ,$2.48 , --,0,1388992,$0 
2860,New Hampshire,2023-10-16,101,8,128,,$35.60 ,$0.00 ,$1.56 , --,0,1388992,$0 
2861,New Hampshire,2023-10-23,113,348,106,,$31.04 ,$0.79 ,$1.37 , --,0,1388992,$0 
2862,New Hampshire,2023-10-30,111,580,120,,$50.60 ,$1.23 ,$2.10 , --,1,1388992,$588 
2863,New Hampshire,2023-11-06,97,8,86,,$76.70 ,$0.00 ,$1.55 , --,0,1388992,$0 
2864,New Hampshire,2023-11-13,114,15,95,,$27.80 ,$0.00 ,$1.49 , --,0,1388992,$0 
2865,New Hampshire,2023-11-20,124,23,81,,$42.54 ,$0.10 ,$1.88 , --,0,1388992,$0 
2866,New Hampshire,2023-11-27,190,22,72,,$125.58 ,$0.00 ,$1.01 , --,0,1388992,$0 
2867,New Hampshire,2023-12-04,159,19,129,,$74.91 ,$0.00 ,$1.89 , --,1,1388992,$588 
2868,New Hampshire,2023-12-11,165,17,134,,$73.48 ,$0.00 ,$1.84 , --,1,1388992,$588 
2869,New Hampshire,2023-12-18,165,47,199,,$110.81 ,$0.00 ,$2.41 , --,3,1388992,"$1,764 "
2870,New Hampshire,2023-12-25,378,92,393,,$108.49 ,$0.00 ,$5.87 , --,0,1388992,$0 
2871,New Hampshire,2024-01-01,389,43,484,,$130.75 ,$0.00 ,$5.02 , --,0,1388992,$0 
2872,New Hampshire,2024-01-08,235,66,349,,$107.80 ,$2.09 ,$4.41 , --,1,1388992,$588 
2873,New Hampshire,2024-01-15,170,226,308,,$95.97 ,$7.23 ,$4.90 , --,0,1388992,$0 
2874,New Hampshire,2024-01-22,158,13,"1,040",,$64.71 ,$0.00 ,$3.79 , --,1,1388992,$588 
2875,New Hampshire,2024-01-29,150,27,523,,$43.44 ,$0.00 ,$6.65 , --,1,1388992,$588 
2876,New Hampshire,2024-02-05,163,35,"1,196",74,$63.59 ,$2.76 ,$10.97 ,$4.28 ,0,1388992,$0 
2877,New Hampshire,2024-02-12,163,18,826,257,$67.68 ,$0.00 ,$8.91 ,$3.09 ,0,1388992,$0 
2878,New Hampshire,2024-02-19,234,444,871,106,$64.51 ,$9.69 ,$7.22 ,$1.43 ,0,1388992,$0 
2879,New Hampshire,2024-02-26,121,123,407,41,$23.62 ,$2.15 ,$4.06 ,$0.04 ,1,1388992,$588 
2880,New Hampshire,2024-03-04,129,362,675,95,$23.82 ,$0.88 ,$4.30 ,$0.91 ,0,1388992,$0 
2881,New Hampshire,2024-03-11,176,328,699,233,$57.67 ,$0.61 ,$7.57 ,$0.27 ,0,1388992,$0 
2882,New Hampshire,2024-03-18,159,257,631,25,$29.58 ,$27.72 ,$8.54 ,$1.18 ,0,1388992,$0 
2883,New Hampshire,2024-03-25,171,505,455,,$113.60 ,$5.80 ,$5.49 , --,11,1388992,"$6,468 "
2884,New Hampshire,2024-04-01,106,426,312,,$59.64 ,$5.28 ,$3.81 , --,0,1388992,$0 
2885,New Hampshire,2024-04-08,99,113,255,,$25.86 ,$0.00 ,$2.76 , --,0,1388992,$0 
2886,New Hampshire,2024-04-15,84,143,299,,$21.37 ,$0.00 ,$3.59 , --,0,1388992,$0 
2887,New Hampshire,2024-04-22,113,444,239,,$67.29 ,$22.79 ,$2.80 , --,0,1388992,$0 
2888,New Hampshire,2024-04-29,124,294,337,,$96.86 ,$7.33 ,$3.54 , --,1,1388992,$588 
2889,New Hampshire,2024-05-06,139,569,320,,$51.97 ,$0.00 ,$3.36 , --,0,1388992,$0 
2890,New Hampshire,2024-05-13,112,"1,348",305,,$41.13 ,$57.77 ,$4.26 , --,1,1388992,$588 
2891,New Hampshire,2024-05-20,132,611,327,,$37.30 ,$0.30 ,$4.46 , --,1,1388992,$588 
2892,New Hampshire,2024-05-27,131,492,279,,$57.25 ,$10.92 ,$3.59 , --,0,1388992,$0 
2893,New Hampshire,2024-06-03,170,383,138,,$150.95 ,$0.00 ,$2.48 , --,0,1388992,$0 
2894,New Hampshire,2024-06-10,142,311,39,,$93.62 ,$32.75 ,$0.89 , --,1,1388992,$588 
2895,New Hampshire,2024-06-17,191,230,283,,$101.78 ,$0.00 ,$3.54 , --,0,1388992,$0 
2896,New Hampshire,2024-06-24,134,146,296,,$88.96 ,$0.00 ,$3.82 , --,0,1388992,$0 
2897,New Hampshire,2024-07-01,209,572,389,,$73.18 ,$0.00 ,$4.57 , --,0,1388992,$0 
2898,New Hampshire,2024-07-08,100,243,315,,$45.51 ,$1.22 ,$3.08 , --,0,1388992,$0 
2899,New Hampshire,2024-07-22,183,146,431,,$53.47 ,$0.00 ,$5.37 , --,0,1388992,$0 
2900,New Hampshire,2024-07-29,274,"1,134",414,,$72.98 ,$2.48 ,$5.85 , --,0,1388992,$0 
2901,New Hampshire,2024-08-05,254,"1,040",363,,$50.86 ,$0.45 ,$5.07 , --,0,1388992,$0 
2902,New Hampshire,2024-08-12,301,270,321,11,$65.82 ,$1.42 ,$4.78 ,$0.01 ,0,1388992,$0 
